//word	wrong	right
repertory	repertory company or theater	<a href="javascript:showEntry('repertory company', 'ent_103942')" target="_top">repertory company</a> or theater
anchor	= anchorman or anchorwoman	= <a href="javascript:showEntry('anchorman', 'ent_004641')" target="_top">anchorman</a> or <a href="javascript:showEntry('anchorwoman', 'ent_004643')" target="_top">anchorwoman</a>
civil day	mean solar day	<a href="javascript:showEntry('mean solar day', 'ent_076602')" target="_top">mean solar day</a>
dudheen	ddeen	dudeen
equangular	equiangul.	equiangular.
euro-african	Eur-african	Eurafrican
eyra	jaguarui.	jaguarundi.
fettuccini	fettucine	<a href="javascript:showEntry('fettuccine', 'ent_046790')" target="_top">fettucine</a>
feverwort	boneset or thoroughwort	<a href="javascript:showEntry('boneset', 'ent_014327')" target="_top">boneset</a> or <a href="javascript:showEntry('thoroughwort', 'ent_126982')" target="_top">thoroughwort</a>
ganda	Bganda	Baganda
frog’s-mouth	frog-mouth	frogmouth
grass-root	grassroots	grass-roots
guaranty	gurantor	guarantor
hari-kari	harakiri	hara-kiri
hawser-laid	cablelaid	cable-laid
hoar	horfrost	hoarfrost
hog score	hog line	hogline
holly	hooak	holm oak
insufficience	insuficiency	insufficiency
isolator	glov box	glove box
jelly bean shoes	<B>jelly bean shoes, jelly shoes</B>	<B>jelly bean shoes</B></span>, <span class="wb-dict-headword"><B>jelly shoes</B>
marriage of convenience	marriage de convenance	mariage de convenance
massorete	Masoret.	Masorete.
mattrass	matress	matrass
mooneyed	moonblind	moon-blind
mu	mumeson	mu-meson
netherwards	$\btherward	netherward
niacinamide	nicotinami.	nicotinamide.
oleo	oleomargrine	oleomargarine
shakespearian sonnet	Elizethan	Elizabethan
softening of the brain	generaaresis	general paresis
splay-legged	bow-legged	bowlegged
springer	springe spaniel	springer spaniel
stannic sulfide	maic	mosaic
stub	stub nai	stub nail.
superjet	jumbojet	jumbo jet
sybaritical	sybaritic or Sybaritic	<a href="javascript:showEntry('sybaritic', 'ent_123322')" target="_top">sybaritic</a> or <a href="javascript:showEntry('Sybaritic', 'ent_123323')" target="_top">Sybaritic</a>
syncretist	scretistic	syncretistic
tradesfolk	tradespeoe	tradespeople
venisection	venesectio.	venesection.
warden	fire-warden	firewarden
werwolf	wewolf	werewolf
zoogeographical	zoogeograpc	zoogeographic
ditsy	$(Also,.+?)(</FONT>)	\2\1
velocity	[The flood]	[<i>The flood</i>]
rebound	[He]	[<i>He</i>]
wear	[Her]	[<i>Her</i>]
atishoo	$(\.\s*)(\[[^<][^\]]+\][\xFF\s]*</p>)	\1<p><a name="ety_000000"></a>\2
dispiteous	$(\.\s*)(\[[^<][^\]]+\][\xFF\s]*</p>)	\1<p><a name="ety_000000"></a>\2
ditsy	$(\.\s*)(\[[^<][^\]]+\][\xFF\s]*</p>)	\1<p><a name="ety_000000"></a>\2
forge water	$(\.\s*)(\[[^<][^\]]+\][\xFF\s]*</p>)	\1<p><a name="ety_000000"></a>\2
genre	$(<i>genre.+?)(\[[^\]]+)	\2 \1
scrag	$(\.\s*)(\[[^<][^\]]+\])	\1<p><a name="ety_000000"></a>\2
tchick	$(\[[^<][^\]]+\][\xFF\s]*</p>)	<p><a name="ety_000000"></a>\1
act	$\bena\b	enact
affectionate	warm; devoted	warm, devoted
alarm	apprehension; consternation	apprehension, consternation
asleep	unmindful; heedless	unmindful, heedless
balance	offset; compensate	offset, compensate
bargain	contract; compact	contract, compact
belittle	depreciate; disparage	depreciate, disparage
capability	competence; aptitude	competence, aptitude
configuration	conformation; contour	conformation, contour
fag	fatigue; exhaust	fatigue, exhaust
impede	hamper; retard	hamper, retard
inanity	frivolity; senselessness	frivolity, senselessness
intestine	entrails; guts	entrails, guts
officious	meddlesome; intrusive	meddlesome, intrusive
plexus	mass; web; network	mass, web, network
quiet	unobtrusive; inconspicuous	unobtrusive, inconspicuous
unmatchable	incomparable; peerless	incomparable, peerless
untouchable	Harijan; panchama	Harijan, panchama
turn	Turn </B>	Turn</B> 
spout	squirspurt	squirt, spurt
stigmatize	villify	vilify
eulogize	panegyrize. commend	panegyrize, commend
gelid	glacl	glacial
hulking	$\bbul\b	bulky
kin	kinsfold	kinsfolk
level-headed	$\budicious	judicious
rugged	scragy	scraggy
torment	harrass	harass
unbelieving	increduus	incredulous
finesse	strategem	stratagem
madcap	rattle brain	rattlebrain
narrow	illiberal bigoted	illiberal, bigoted
paunch	pot-belly	potbelly
aristocratic	high-born	highborn
noble	high-born	highborn
rapt	trasported	transported
repeatedly	fruently	frequently
beak	hooknose	hook-nose
cadaverous	corpselike	corpse-like
larceny	The distinction	<BR>The distinction
pea	pod</B>	pod</B>)
fork	up</B>	up</B>)
rigatoni	$\burrowed	 furrowed
right	due a	due to a
right	rit about	right about
right ascension	ccle of	circle of
edgy	Times)	Times).
digerati	Kaminer)	Kaminer).
kola	$(?<=<B>cola)(<SUP>1</SUP>)\s*(</B>)	\2\1
ee	<B><NOBR>-ate</NOBR></B>	<B>-ate</B>
accent	ac</B>|<B>cel</B>|<B>er</B>|<B>a</B>|<B>tor	accelerator
walkman	<i><b>n</b></i>.	<i>noun.</i>
curandera	$(?<=<i>)<b>([\w\.]+)</b>(?=</i>)	\1
franken-	$(?<=<i>)<b>([\w\.]+)</b>(?=</i>)	\1
merch	$(?<=<i>)<b>([\w\.]+)</b>(?=</i>)	\1
pulp	$(?<=<i>)<b>([\w\.]+)</b>(?=</i>)	\1
videoconferencing	$(?<=<i>)<b>([\w\.]+)</b>(?=</i>)	\1
tsk	$([\xFF\s]*)(<BR> )<i>interj\.</i>	 <i>interj.</i>, <i>verb.</i>\2\1<NOBR><I><B>&#150;<i><b>interj</b></i>.</B></I></NOBR>
tsk	$(<i><b>v</b></i>\.<i><b>i</b></i>\.)	<NOBR><I><B>&#150;\1</B></I></NOBR>
assets	$(<i>\(<i>Figurative\.</i>\)</i>[\xFF\s]*)(<FONT COLOR="#404040">)	\2\1
shelf life	$(<i>\(<i>Figurative)(</i>)\.(\)</i>[\xFF\s]*)(<FONT COLOR="#404040">)	\4\1.\2\3
cymatium	uhm	uhm&#187;
oblast	luhst	luhst&#187;
cicisbeo	-be|i	<B>-be</B>|<B>i</B>
detail	di|t	dit
predacious	prae|d	praed
predator	prae|d	praed
tantivy	gallop|	gallop
vas	va|sa	<B>va</B>|<B>sa</B>
amortize	</i>death	</i> death
anthophore	</i>flower	</i> flower
bound	</i>leap	</i> leap
censor	</i>appraise	</i> appraise
chariot	</i>wagon	</i> wagon
circumrotate	</i>around	</i> around
circumrotate	</i>rotate	</i> rotate
compare	</i>equal	</i> equal
dipnoan	</i>two	</i> two
dysgenesis	</i>eneration	</i> generation
focaccia	</i>hearth 	</i> hearth
hydnocarpic acid	</i>the	</i> the
impoverish	</i>poor	</i> poor
kanamajiri	</i>kana	</i> kana
missile	</i>o	</i> to
onchocerciasis	</i>barb	</i> barb
penturbia	</i>five	</i> five
quiddity	</i>ho	</i> who
strive	</i>and	</i> and
vicar	</i>originally	</i> (originally
architect	<i>Abb</i>	<i>Abbr</i>
millifarad	<i>Abr:</i>	<i>Abbr</i>:
supplement	<i>Abr:</i>	<i>Abbr</i>:
campus	cam</B>|<B>po	campo
collusion	col</B>|<B>lude	collude
espousal	es</B>|<B>pouse	espouse
impost	under <B>im</B>|<B>post	under <B>impost
indusia	in</B>|<B>dusium	indusium
kern	cat</B>|<B>eran	cateran
outgrew	out</B>|<B>grow	outgrow
proponent	pro</B>|<B>pone	propone
quinze	quin</B>|<B>decagon	quindecagon
ratteen	rat</B>|<B>in	ratin
submerse	sub</B>|<B>merge	submerge
tripody	tri</B>|<B>pod	tripod
upsprang	up</B>|<B>spring	upspring
antipruritic	tt acts	that acts
antitank	antitak	antitank
aboveground	gound	ground
fifteen minutes (of fame),	defendent	defendant
amyotrophic lateral sclerosis	tmuscles	the muscles
aconite	formerlyused	formerly used
aculeate	aculeae	aculea
adenyl cyclase	monophphate	monophosphate
adjective	indentified	identified
agni	prinpal	principal
agree	essentis	essentials
agrologist	$\berson	a person
air shower	oecondary	of secondary
aisle	betwe rows	between rows
aldosteronism	characteriz by	characterized by
alert	on talert	on the alert
algonquin	belongng	belonging
adjutant general	etc	etc. 
ademption	Latn	Latin
alt	rais your	raised your
alien	othe country	of the country
almond	frut	fruit
aloof	Becausf	Because of
allegation	messagcite	message, cite
allodium	coare	compare
alphosis	dulwhite	dull-white
matryoshka	matreshka	<i>matreshka</i>
airline hostess	stew ardess	stewardess
ammunition	obsete	obsolete
and	a2	and 2
besom	thommon	the common
beta amyloid	Beta-amyloid	Beta amyloid
bibacious	$\bglish	English
blame	Repach	Reproach
bird's-foot violet	pansylike	pansy-like
boobook owl	rusty-red	rusty red
book end	autbiographical	autobiographical
boss	supentendent	superintendent
bracket clock	braket	bracket
breast-fed	$bret\b	breast
brisk	varient	variant
bromide	$bromi\b	bromide
buckle	$\btal	metal
busy	$\busy	busy
butcher	$botche\b	botches
cacophonize	cacoonize	cacophonize
cacuminal	$consonan\b	consonant.
cadaverous	corpse-like	corpselike
calibration	witegible	with legible
california condor	$cond\b	condor
eccentric	$\bnter	center
egoist	$\bnduct	conduct
electricity	chemicchanges	chemical changes
electrobath	electroplatig	electroplating
electrochemistry	$\boduced	produced
electrophile	reactis	reactions
emanate	$emi\b	emit:
embden goose	variey	variety
embryo sac	$ovul\b	ovule
en brosse	briles	bristles
encuirassed	colike	coat like
elephant's-foot	$\btside	outside
english	befor100	before 1100
engram	fohe	for the
engross	wholese	wholesale
ensky	commandingy	commandingly
entablement	thart	the part
entasis	catal	capital
entire	$touc\b	touch
entresol	$flo\b	floor
enumeration	cntry	country
envelop	iface	its face
environmental impact statement	housg	housing
err	error</i>	error</i> 
eruptional	ertive	eruptive
erythro-	Erytogenic	Erythrogenic
erythrophilous	reily	readily
escalator clause	$claus\b	clauses
etagere	whatt	whatnot
etyma	$\btymon	etymon
euhemerist	euemerism	euhemerism
eurocurrency	internationl	international
exclude	outxpel	out; expel
exemplary	punihment	punishment
extinguisher	persor	person
falcate	$sickl\b	sickle;
familiar	familiface	familiar face
fan	bufaster	burn faster.
fear	impartily	impartially
feather tree	$fami\b	family
fecula	grais	grains
feminine	belging	belonging
fetch	bng	bring
fetterbush	easern	eastern
fin	Finnd	Finland
finished	excelence	excellence
fire-eating	fire-ear	fire-eater
firing	othexplosive	other explosive
heavy-headed	glanche	glance he
hedge-hop	hedgehopped	hedge-hopped
hedonic	pleasuble	pleasurable
hellgrammite	usfor	used for
helpless	$cripp\b	cripple
hemagglutination	hemgglutinin	hemagglutinin
hepatitis	contaous	contagious
here	$summe\b	summer
heroin	habit-formidrug	habitforming drug
hessian	$mercenar\b	mercenary
hexyl	deived	derived
high	$hig\b	high
high-concept	bandaids	band-aids
high-domed	highdomed	high-domed
high-hat	inferor	inferior
hitlerism	totalitaan	totalitarian
hogmanay	uncertn	uncertain
hold	kein	keep in
holiness church	dorine	doctrine
holt	$hil\b	hill
honor	specializcharacter	specialized character
hooky	hookshaped	hook-shaped
hoshea	cruhed	crushed
hot mooner	$\bhermal	thermal
huguenot	originallyused	originally used
humble	interchaeable	interchangeable
hurry	hastincrease	haste; increase
hurter	rolng	rolling
hydride	$radica\b	radical
hydrometer	luids	liquids
hyper	over-excited	overexcited
granth	$\bnskrit	Sanskrit
hurrian	languagf	language of
iatrochemistry	entily	entirely
ice	Thome	The home
ichthyophagi	ichthyophi	ichthyophagi
icicle	resemblinhis	resembling this
idea	completey	completely
immersion foot	conditon	condition
immunity	$\bmune	immune
implosion	imlosion	implosion
incapable	thoughly	thoroughly
incarnation	$spiri\b	spirit
incision	quity	quality
incriminatory	incrimine	incriminate
incumbency	$incumbe\b	incumbent
indisputable	unqueionable	unquestionable
ingest	swlowing	swallowing
inhabit	rgion	region
clone	grp	group
cloture	thike	the like
coaching	coah	coach
cock of the woods	$woodpeck\b	woodpecker
colatitude	dgrees	degrees
commendatore	$\brder	order
congress	froll	from
constative	utterace	utterance
contrary	contary	contrary
cop	spinde	spindle
cornuted	$horn-shape\b	horn-shaped
corpus luteum	bdy	body
correct	oorrections	corrections
coryphaeus	choruchief	chorus, chief
cottager	complely	completely
count	$\bwh\b	with
cpr	heartstarting	heart-starting
cramp	hotwater	hot-water
crank	highspirited	high-spirited
crasis	$\bwel	vowel
cripple	low-land	lowland
c.s.a.	pre-paying	prepaying
cubicle	work-space	workspace
culminant	culinating	culminating
cultivate	loosethe	loosen the
cupid	deire	desire
dander	danuff	dandruff
dantesque	$\bzis	Nazis
inhuman	$\bpelling	spelling
insinuation	$insinuatin\b	insinuation
insititious	insititis	insititious
intense	forible	forcible
interest	sre	share
intramural	contrastd	constrasted
intrepid	firan	fireman
invulnerable	sfe	safe
iritis	$ey\b	eye
irreversible	$irrevocab\b	irrevocable
itv	telision	television
ivory	tivory	the ivory
jupe	jub</B>|<B>bah	jubbah
kerr effect	electro-optical	electrooptical
kerr effect	magneto-optical	magnetooptical
kerygma	cadu</B>|<B>ceus	caduceus
killer diller	somene	someone
knee	lwer	lower
kuvasz	$\bngarian	Hungarian
laager	$\bcp\b	camp
lacing	thrahing	thrashing
lactose	coerting	converting
lamellicorn	sments	segments
lamented	depled	deplored
land	Thassengers	The passengers
landtag	land-day	landday
large white	$bre\b	breed
laser gyro	usespecially	used especially
lay	directioof	direction of
alternative	possibilits	possibilities
amarelle	$\barlier	earlier
ambatch	$\bwd\b	wood
ambidexterity	botands	both hands
ambisonics	$\bmbisonic	ambisonic
anger	<B>Anger</B><B>indignation</B>	<B>Anger</B>, <B>indignation</B>
animatronic	life-like	lifelike
answer	deense	defense
anti-american	opprobruim	opprobrium
antidisestablishmentarian	antidisestabshmentarianism	antidisestablishmentarianism
antiketogenic	antiketogesis	antiketogenesis
antiphrasis	$opposi\b	opposite
aparejo	packddle	packsaddle
aphtha	thrsh	thrush
aplanatic	$\bnder	wander
archaic	$old-fashion\b	old-fashioned
armament	$\bbalettas	cabalettas
arrange	$\biece	piece
arsenal	$\bouse	(house
assay	goor	gold or
atonement	makiup	making up
attitude	apti</B>|<B>tude	aptitude
auk	faback	far back
automatic teller	inserion	insertion
autopsy	$\bisoned	poisoned
bandicoot	two-feet	two feet
bast	contaicells	contains cells
magnetocardiograph	magtic	magnetic
mahogany	mahogay	mahogany
make	embrance	embrace
malonic acid	alteratiof	alteration of
manteau	mlack	my black
mantissa	$\beltic	Celtic
mantoux test	deloped	developed
marbling	markg	marking
margarita	trted	treated
marsh hawk	whitatch	white patch
mean	diosed	disposed
measure	measurn	measure in
memory trace	chemcal	chemical
mess jacket	reacng	reaching
metallogenetic	whican	which can
might	Theell	They fell
mill	undertakig	undertaking
milreis	$coi\b	coin
ministry	undeminister	under a minister
minnesang	$minnesing\b	minnesinger
mirv	$\bndependently-targeted	independently-targeted
misadventure	trun	turn
mislike	Miske	Mislike
mistime	miscaculate	miscalculate
mitosis	chromin	chromatin
mode	fom	form
moderacy	$moderatenes\b	moderateness:
molt	$\bntlers	antlers
monarchal	monary	monarchy
oceanization	$\bradual	gradual
offer	itsef	itself
olla-podrida	chickpeaonions	chickpeas, onions
omayyad	dynasy	dynasty
omega-3 fatty acid	coagution	coagulation
on-again off-again	$\brsued	pursued
oncological	$disorde\b	disorders
oneida	becausuch	because such
ooze	somthing	something
openness	qual-ity	quality
operant conditioning	conditiong	conditioning
opinion	$cour\b	court
opposition	$\blitical	political
opsonify	bthe	by the
optical	itruments	instruments
optic nerve	tnerve	the nerve
optimistic	hopifor	hoping for
orchestra	fronf	front of
orchid family	showrchis	showy orchis
orderly	$\bethodical	methodical
ordinance	$\birection	direction
organdy	$trimmi\b	trimming
ornithopter	$Also\b	Also, 
orpington	ihite	is white
orthochromatic	chratic	chromatic
orts	helooms	heirlooms
oscillation	susined	sustained
oscitant	$moe\b	move
osmose	osmois	osmosis
ossein	removedstein	removed; ostein.
otalgic	remey	remedy
out	$bere\b	before
outcaste	virtully	virtually
outer	wpublicly	who publicly
outfit	necessy	necessary
outline	linarking	line marking
out-of-doors	$\bt-of-doors	out-of-doors
outpayment	thalance	the balance
over-	pce	place
overman	obrved	observed
overorganize	$muc\b	much
overpressure	overessure	overpressure
overspend	exust	exhaust
overstructured	udergraduates	undergraduates
over-the-counter	thrugh	through
overthrust	horizontallver	horizontally over
oviparity	$\biparous	oviparous
ovule	plantshe	plants, the
own	thorld	the world
oxygen mask	emergecies	emergencies
oyster	shll	shell
pa	pubc	public
palliate	pliate	palliate
pandemic	popace	populace
papillote	butterflylike	butterfly-like
parana pine	$\brazil	Brazil
parasitology	$parasi\b	parasite
pardi	assuredlyAlso	assuredly. Also
parkour	patha	path &mdash; a
partner	<B>pardner</B>	<B>pardner</B> 
peg	peaway	peg away
pepperoni	pluraf	plural of
pergola	learn-to	lean-to
perigee	piture	picture
petechial	peechiae	petechiae
phaeton	fourwheeled	four-wheeled
phagocytosis	ohagocytes	or phagocytes
phallocrat	chauvinst	chauvinist
phillips curve	$\blor\b	lower
philologic	$philolo\b	philology
photogravure	prind	printed
physostigmine	myastenia	myasthenia
pinky	sewhat	somewhat
pistolero	$\bime	Time
pituitrin	coraction	contraction
plantation	maarine	margarine
pleural	$pleur\b	pleural
dead	$\bype	type
def.	defrred	deferred
deficiency	deficiencis	deficiency
deirdre	$wif\b	wife
deoxycholic acid	 Also	. Also
diamond	colorleor	colorless or
diandrous	$\bnglish	English
diglot	langauges	languages
